"","hitid","hittypeid","title","description","keywords","reward","creationtime","assignments","numavailable","numpending","numcomplete","hitstatus","reviewstatus","annotation","assignmentduration","autoapprovaldelay","hitlifetime","viewhit","assignmentid","assignmentstatus","autoapprovaltime","assignmentaccepttime","assignmentsubmittime","assignmentapprovaltime","assignmentrejecttime","deadline","feedback","reject","Answer.response_0","Answer.responseValue_0","Answer.responseSide_0","Answer.langCondition_0","Answer.objCondition_0","Answer.word_0","Answer.criticalSimple_0","Answer.criticalComplicated_0","Answer.response_1","Answer.responseValue_1","Answer.responseSide_1","Answer.langCondition_1","Answer.objCondition_1","Answer.word_1","Answer.criticalSimple_1","Answer.criticalComplicated_1","Answer.response_2","Answer.responseValue_2","Answer.responseSide_2","Answer.langCondition_2","Answer.objCondition_2","Answer.word_2","Answer.criticalSimple_2","Answer.criticalComplicated_2","Answer.response_3","Answer.responseValue_3","Answer.responseSide_3","Answer.langCondition_3","Answer.objCondition_3","Answer.word_3","Answer.criticalSimple_3","Answer.criticalComplicated_3","Answer.response_4","Answer.responseValue_4","Answer.responseSide_4","Answer.langCondition_4","Answer.objCondition_4","Answer.word_4","Answer.criticalSimple_4","Answer.criticalComplicated_4","Answer.response_5","Answer.responseValue_5","Answer.responseSide_5","Answer.langCondition_5","Answer.objCondition_5","Answer.word_5","Answer.criticalSimple_5","Answer.criticalComplicated_5","Answer.about","Answer.comment","workerids"
"98","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3VSOLARPKB9UJ6XXCK8OV07O0RN93X","Submitted","Fri Sep 26 18:36:10 PDT 2014","Thu Sep 11 18:34:08 PDT 2014","Thu Sep 11 18:36:10 PDT 2014",NA,NA,NA,NA,NA,"""1-4""","""simple""","""right""","""one""","""1-5""","""tib""","""1-4""","""5-6""","""5-1""","""complex""","""left""","""one""","""1-5""","""nop""","""1-2""","""5-1""","""5-2""","""complex""","""right""","""three""","""1-5""","""tupamup""","""1-7""","""5-2""","""5-3""","""complex""","""right""","""five""","""1-5""","""buminabigir""","""1-1""","""5-3""","""5-4""","""complex""","""left""","""five""","""1-5""","""kubapidumog""","""1-3""","""5-4""","""1-8""","""simple""","""right""","""three""","""1-5""","""gadonur""","""1-8""","""5-7""","""deciding which words mean one of the pictures shown""","""good survey""","98"
"99","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3OS46CRSLFZRDWXIYNBIUL851A86VG","Submitted","Fri Sep 26 18:36:11 PDT 2014","Thu Sep 11 18:35:33 PDT 2014","Thu Sep 11 18:36:11 PDT 2014",NA,NA,NA,NA,NA,"""5-2""","""complex""","""left""","""one""","""1-5""","""dax""","""1-6""","""5-2""","""5-3""","""complex""","""left""","""five""","""1-5""","""dogukibugir""","""1-7""","""5-3""","""5-1""","""complex""","""left""","""three""","""1-5""","""tipagog""","""1-4""","""5-1""","""1-5""","""simple""","""right""","""one""","""1-5""","""nop""","""1-5""","""5-7""","""5-6""","""complex""","""left""","""five""","""1-5""","""tuminupinid""","""1-8""","""5-6""","""5-5""","""complex""","""left""","""three""","""1-5""","""napudut""","""1-1""","""5-5""","""Relating words to objects""","""n/a""","99"
"100","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3L4PIM1GQTG139Q7VM10CF3VFENYRE","Submitted","Fri Sep 26 18:36:14 PDT 2014","Thu Sep 11 18:35:44 PDT 2014","Thu Sep 11 18:36:14 PDT 2014",NA,NA,NA,NA,NA,"""1-5""","""simple""","""right""","""one""","""1-5""","""gan""","""1-5""","""5-2""","""5-5""","""complex""","""left""","""five""","""1-5""","""midotobutud""","""1-8""","""5-5""","""1-3""","""simple""","""right""","""three""","""1-5""","""padagup""","""1-3""","""5-8""","""5-6""","""complex""","""left""","""three""","""1-5""","""nupinid""","""1-2""","""5-6""","""5-7""","""complex""","""right""","""five""","""1-5""","""kudubimubax""","""1-6""","""5-7""","""1-7""","""simple""","""left""","""one""","""1-5""","""gir""","""1-7""","""5-3""","""Interpretation""","""""","100"
"101","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","39LNWE0K4UW7T13JVYA2V2WRWUUUI9","Submitted","Fri Sep 26 18:36:17 PDT 2014","Thu Sep 11 18:34:27 PDT 2014","Thu Sep 11 18:36:17 PDT 2014",NA,NA,NA,NA,NA,"""5-4""","""complex""","""left""","""three""","""1-5""","""buginur""","""1-7""","""5-4""","""5-6""","""complex""","""left""","""five""","""1-5""","""kutipapubax""","""1-4""","""5-6""","""1-2""","""simple""","""right""","""three""","""1-5""","""tokibip""","""1-2""","""5-7""","""1-6""","""simple""","""right""","""five""","""1-5""","""nimudomigog""","""1-6""","""5-1""","""1-3""","""simple""","""left""","""one""","""1-5""","""mog""","""1-3""","""5-2""","""5-5""","""complex""","""left""","""one""","""1-5""","""nad""","""1-8""","""5-5""","""It is a survey about the word.""","""No comments,thanks.""","101"
"102","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3WJEQKOXA82CEMTNHM85323B8PR1AC","Submitted","Fri Sep 26 18:36:24 PDT 2014","Thu Sep 11 18:35:11 PDT 2014","Thu Sep 11 18:36:24 PDT 2014",NA,NA,NA,NA,NA,"""5-2""","""complex""","""right""","""one""","""1-5""","""mog""","""1-8""","""5-2""","""1-5""","""simple""","""left""","""five""","""1-5""","""tigikugogup""","""1-5""","""5-7""","""5-3""","""complex""","""left""","""three""","""1-5""","""tunupim""","""1-6""","""5-3""","""1-7""","""simple""","""right""","""five""","""1-5""","""tonababugan""","""1-7""","""5-8""","""1-1""","""simple""","""left""","""three""","""1-5""","""dopumup""","""1-1""","""5-4""","""1-4""","""simple""","""right""","""one""","""1-5""","""dax""","""1-4""","""5-5""","""shapes""","""""","102"
"103","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3BXQMRHWKZYTPKTAGD8UNV38D3EUMP","Submitted","Fri Sep 26 18:36:33 PDT 2014","Thu Sep 11 18:34:58 PDT 2014","Thu Sep 11 18:36:33 PDT 2014",NA,NA,NA,NA,NA,"""5-5""","""complex""","""right""","""five""","""1-5""","""nunomubigup""","""1-2""","""5-5""","""1-8""","""simple""","""left""","""three""","""1-5""","""bakutud""","""1-8""","""5-2""","""5-1""","""complex""","""right""","""five""","""1-5""","""gagonimipum""","""1-4""","""5-1""","""1-1""","""simple""","""left""","""one""","""1-5""","""gir""","""1-1""","""5-6""","""1-6""","""simple""","""right""","""three""","""1-5""","""mopitib""","""1-6""","""5-7""","""1-5""","""simple""","""left""","""one""","""1-5""","""dax""","""1-5""","""5-3""","""I honestly have no idea""","""Nope.""","103"
"104","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3QUO65DNQUOHPNEMTTN7FZSD83TUO4","Submitted","Fri Sep 26 18:36:34 PDT 2014","Thu Sep 11 18:35:36 PDT 2014","Thu Sep 11 18:36:34 PDT 2014",NA,NA,NA,NA,NA,"""5-3""","""complex""","""right""","""three""","""1-5""","""butomig""","""1-7""","""5-3""","""1-3""","""simple""","""left""","""five""","""1-5""","""gitidatumup""","""1-3""","""5-4""","""5-5""","""complex""","""right""","""one""","""1-5""","""kug""","""1-2""","""5-5""","""5-7""","""complex""","""right""","""one""","""1-5""","""nad""","""1-8""","""5-7""","""5-2""","""complex""","""right""","""three""","""1-5""","""nubanid""","""1-1""","""5-2""","""5-6""","""complex""","""right""","""five""","""1-5""","""gobipadonop""","""1-5""","""5-6""","""seeing what people think of different words""","""no""","104"
"105","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","30IQTZXKAK6O3AGYWDWJ95VZ4IUX09","Submitted","Fri Sep 26 18:36:44 PDT 2014","Thu Sep 11 18:35:57 PDT 2014","Thu Sep 11 18:36:44 PDT 2014",NA,NA,NA,NA,NA,"""5-1""","""complex""","""left""","""five""","""1-5""","""tubikutibax""","""1-2""","""5-1""","""1-5""","""simple""","""left""","""one""","""1-5""","""pim""","""1-5""","""5-8""","""5-5""","""complex""","""right""","""three""","""1-5""","""nobugup""","""1-6""","""5-5""","""5-2""","""complex""","""right""","""one""","""1-5""","""mig""","""1-1""","""5-2""","""1-4""","""simple""","""left""","""three""","""1-5""","""pudogan""","""1-4""","""5-3""","""1-3""","""simple""","""left""","""five""","""1-5""","""monamugokig""","""1-3""","""5-4""","""What name would you associate the shape with.""","""""","105"
"106","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3CCZ6YKWR7JXXLK1Q3WHAX58ENE95N","Submitted","Fri Sep 26 18:36:48 PDT 2014","Thu Sep 11 18:36:14 PDT 2014","Thu Sep 11 18:36:48 PDT 2014",NA,NA,NA,NA,NA,"""5-7""","""complex""","""left""","""one""","""1-5""","""pag""","""1-8""","""5-7""","""5-4""","""complex""","""left""","""five""","""1-5""","""nunigakugir""","""1-1""","""5-4""","""1-4""","""simple""","""right""","""three""","""1-5""","""pinagup""","""1-4""","""5-1""","""1-2""","""simple""","""right""","""one""","""1-5""","""mup""","""1-2""","""5-3""","""1-6""","""simple""","""right""","""three""","""1-5""","""godukig""","""1-6""","""5-8""","""5-6""","""complex""","""right""","""five""","""1-5""","""tunomotipum""","""1-3""","""5-6""","""Words and shapes""","""Thank you""","106"
"107","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","373ERPL3YO85MNRDLGE14YBG0C6RTJ","Submitted","Fri Sep 26 18:36:52 PDT 2014","Thu Sep 11 18:35:41 PDT 2014","Thu Sep 11 18:36:52 PDT 2014",NA,NA,NA,NA,NA,"""1-3""","""simple""","""left""","""five""","""1-5""","""tigamutunad""","""1-3""","""5-7""","""1-4""","""simple""","""right""","""five""","""1-5""","""dutogudobax""","""1-4""","""5-5""","""1-5""","""simple""","""right""","""one""","""1-5""","""pim""","""1-5""","""5-8""","""1-1""","""simple""","""right""","""three""","""1-5""","""nokunur""","""1-1""","""5-2""","""1-7""","""simple""","""right""","""three""","""1-5""","""gomipum""","""1-7""","""5-3""","""5-4""","""complex""","""right""","""one""","""1-5""","""gir""","""1-2""","""5-4""","""meanings of words""","""interesting study""","107"
"108","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31EUONYN2V3H223MYJXCBLUWMA1VOT","Submitted","Fri Sep 26 18:37:00 PDT 2014","Thu Sep 11 18:36:17 PDT 2014","Thu Sep 11 18:37:00 PDT 2014",NA,NA,NA,NA,NA,"""5-3""","""complex""","""right""","""one""","""1-5""","""dax""","""1-2""","""5-3""","""5-6""","""complex""","""left""","""three""","""1-5""","""nanigup""","""1-8""","""5-6""","""5-4""","""complex""","""right""","""one""","""1-5""","""mog""","""1-7""","""5-4""","""5-8""","""complex""","""right""","""five""","""1-5""","""nukudubukig""","""1-6""","""5-8""","""5-7""","""complex""","""left""","""three""","""1-5""","""nopitib""","""1-5""","""5-7""","""5-2""","""complex""","""right""","""five""","""1-5""","""pabadogatob""","""1-3""","""5-2""","""I don't have the slightest clue""","""""","108"
"109","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3AMYWKA6YBMWNCOLXBP4ZTEX5HB6OE","Submitted","Fri Sep 26 18:37:02 PDT 2014","Thu Sep 11 18:33:20 PDT 2014","Thu Sep 11 18:37:02 PDT 2014",NA,NA,NA,NA,NA,"""1-8""","""simple""","""right""","""three""","""1-5""","""pitobax""","""1-8""","""5-5""","""1-5""","""simple""","""right""","""five""","""1-5""","""mipadamodut""","""1-5""","""5-3""","""1-7""","""simple""","""left""","""one""","""1-5""","""gan""","""1-7""","""5-8""","""1-3""","""simple""","""left""","""one""","""1-5""","""nid""","""1-3""","""5-2""","""5-4""","""complex""","""left""","""five""","""1-5""","""tugodokipum""","""1-2""","""5-4""","""1-1""","""simple""","""right""","""three""","""1-5""","""gukunur""","""1-1""","""5-6""","""to see the way people interpret words""","""no""","109"
"110","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3DY4FPOOA1OKZFV2QBEG5GZ1XXMRVZ","Submitted","Fri Sep 26 18:37:03 PDT 2014","Thu Sep 11 18:36:09 PDT 2014","Thu Sep 11 18:37:03 PDT 2014",NA,NA,NA,NA,NA,"""5-8""","""complex""","""left""","""five""","""1-5""","""damogumipag""","""1-7""","""5-8""","""1-3""","""simple""","""right""","""three""","""1-5""","""kinotud""","""1-3""","""5-4""","""5-7""","""complex""","""left""","""five""","""1-5""","""ganikubagir""","""1-5""","""5-7""","""1-6""","""simple""","""left""","""three""","""1-5""","""pibudut""","""1-6""","""5-5""","""1-8""","""simple""","""right""","""one""","""1-5""","""mup""","""1-8""","""5-1""","""1-2""","""simple""","""left""","""one""","""1-5""","""pum""","""1-2""","""5-6""","""not sure""","""n/a""","110"
"111","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3LQ8PUHQFLS2OFXZVZ33CN712MSHIV","Submitted","Fri Sep 26 18:37:06 PDT 2014","Thu Sep 11 18:36:15 PDT 2014","Thu Sep 11 18:37:06 PDT 2014",NA,NA,NA,NA,NA,"""5-3""","""complex""","""right""","""five""","""1-5""","""punigitupag""","""1-2""","""5-3""","""1-7""","""simple""","""right""","""one""","""1-5""","""nop""","""1-7""","""5-5""","""5-7""","""complex""","""left""","""five""","""1-5""","""tidokutodut""","""1-4""","""5-7""","""5-1""","""complex""","""right""","""three""","""1-5""","""guminur""","""1-8""","""5-1""","""5-6""","""complex""","""left""","""three""","""1-5""","""gobimup""","""1-3""","""5-6""","""1-5""","""simple""","""left""","""one""","""1-5""","""kig""","""1-5""","""5-8""","""I was given a made up name and had to choose which object I think represented it better""","""Thank you""","111"
"112","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3L0KT67Y8EGD4OQKAB152P8R1G6YS2","Submitted","Fri Sep 26 18:37:17 PDT 2014","Thu Sep 11 18:36:27 PDT 2014","Thu Sep 11 18:37:17 PDT 2014",NA,NA,NA,NA,NA,"""5-2""","""complex""","""right""","""three""","""1-5""","""kidomup""","""1-8""","""5-2""","""1-7""","""simple""","""left""","""five""","""1-5""","""pumopiganop""","""1-7""","""5-3""","""5-6""","""complex""","""right""","""one""","""1-5""","""nid""","""1-2""","""5-6""","""5-7""","""complex""","""left""","""five""","""1-5""","""mibunugutib""","""1-6""","""5-7""","""1-3""","""simple""","""right""","""one""","""1-5""","""tud""","""1-3""","""5-4""","""5-8""","""complex""","""left""","""three""","""1-5""","""kutopag""","""1-4""","""5-8""","""words""","""no""","112"
"113","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3GU1KF0O4I1KEOHH82JRZ95FTNIPBZ","Submitted","Fri Sep 26 18:37:36 PDT 2014","Thu Sep 11 18:35:51 PDT 2014","Thu Sep 11 18:37:36 PDT 2014",NA,NA,NA,NA,NA,"""5-5""","""complex""","""right""","""one""","""1-5""","""mog""","""1-1""","""5-5""","""1-8""","""simple""","""left""","""five""","""1-5""","""bubaniganur""","""1-8""","""5-1""","""5-2""","""complex""","""right""","""one""","""1-5""","""kig""","""1-4""","""5-2""","""5-7""","""complex""","""right""","""three""","""1-5""","""patumig""","""1-2""","""5-7""","""5-3""","""complex""","""left""","""five""","""1-5""","""pigigugodop""","""1-6""","""5-3""","""1-7""","""simple""","""right""","""three""","""1-5""","""mupudut""","""1-7""","""5-4""","""About what words I thought was associated with different shapes.""","""It was a fun survey, and very interesting. It made me want to look up the possible meanings of those words and learn more.""","113"
"114","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3OE22WJIGIOKAZR286FB44NDN4BUQC","Submitted","Fri Sep 26 18:37:48 PDT 2014","Thu Sep 11 18:36:26 PDT 2014","Thu Sep 11 18:37:48 PDT 2014",NA,NA,NA,NA,NA,"""5-8""","""complex""","""left""","""five""","""1-5""","""midakimotob""","""1-3""","""5-8""","""5-1""","""complex""","""right""","""three""","""1-5""","""tigunid""","""1-2""","""5-1""","""5-4""","""complex""","""left""","""one""","""1-5""","""nop""","""1-7""","""5-4""","""5-2""","""complex""","""left""","""three""","""1-5""","""pabanur""","""1-1""","""5-2""","""1-6""","""simple""","""left""","""one""","""1-5""","""pim""","""1-6""","""5-5""","""5-3""","""complex""","""left""","""five""","""1-5""","""dugopudobip""","""1-4""","""5-3""","""Turning words into images""","""Are those real words?""","114"
"115","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","323Q6SJS8IGIEOV9URXI9QU9MU0HF4","Submitted","Fri Sep 26 18:37:50 PDT 2014","Thu Sep 11 18:35:12 PDT 2014","Thu Sep 11 18:37:50 PDT 2014",NA,NA,NA,NA,NA,"""5-8""","""complex""","""left""","""one""","""1-5""","""gan""","""1-7""","""5-8""","""5-6""","""complex""","""left""","""five""","""1-5""","""tidudamukug""","""1-1""","""5-6""","""5-4""","""complex""","""right""","""one""","""1-5""","""pag""","""1-6""","""5-4""","""5-5""","""complex""","""right""","""three""","""1-5""","""numotud""","""1-2""","""5-5""","""5-7""","""complex""","""right""","""three""","""1-5""","""nigobip""","""1-8""","""5-7""","""5-2""","""complex""","""right""","""five""","""1-5""","""bakidonopum""","""1-5""","""5-2""","""Maybe to see if we would pair a more complicated word with a more compicated picture.  Which I did.""","""WEIRD WORDS""","115"
"116","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3SITXWYCNV9PNXJ8UTT8TMRIVMRBX9","Submitted","Fri Sep 26 18:37:59 PDT 2014","Thu Sep 11 18:36:54 PDT 2014","Thu Sep 11 18:37:59 PDT 2014",NA,NA,NA,NA,NA,"""5-5""","""complex""","""left""","""one""","""1-5""","""tob""","""1-8""","""5-5""","""1-4""","""simple""","""right""","""three""","""1-5""","""tinugan""","""1-4""","""5-7""","""5-3""","""complex""","""left""","""one""","""1-5""","""kig""","""1-1""","""5-3""","""5-6""","""complex""","""left""","""three""","""1-5""","""budodut""","""1-3""","""5-6""","""5-8""","""complex""","""left""","""five""","""1-5""","""piminoputud""","""1-7""","""5-8""","""5-4""","""complex""","""left""","""five""","""1-5""","""damogukupag""","""1-5""","""5-4""","""What names objects look like""","""""","116"
"117","34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","31R230RZ7QOSODE1HO7PNM4Y3938LC","What does this word mean? (less than 3 mins)","Short 3-minute word game.","experiment, psychology, game, words, language","$0.20","Thu Sep 11 16:15:56 PDT 2014",200,0,0,0,"Reviewable","NotReviewed","1 alien-artifacts",600,1296000,"Thu Sep 18 16:15:56 PDT 2014","http://requester.mturk.com/mturk/manageHIT?HITId=34KYK9TV2R8E4WZFAHIJ5UF3WH9BS5","3K2755HG5S3128Q78VESI5FBU27FDT","Submitted","Fri Sep 26 18:38:11 PDT 2014","Thu Sep 11 18:37:28 PDT 2014","Thu Sep 11 18:38:11 PDT 2014",NA,NA,NA,NA,NA,"""5-7""","""complex""","""left""","""three""","""1-5""","""nubimog""","""1-4""","""5-7""","""5-1""","""complex""","""left""","""one""","""1-5""","""gup""","""1-2""","""5-1""","""5-5""","""complex""","""left""","""three""","""1-5""","""nimidax""","""1-6""","""5-5""","""5-2""","""complex""","""left""","""five""","""1-5""","""bamugokipum""","""1-3""","""5-2""","""5-4""","""complex""","""right""","""five""","""1-5""","""ganotopatib""","""1-5""","""5-4""","""5-8""","""complex""","""left""","""one""","""1-5""","""pim""","""1-1""","""5-8""","""Word association""","""no""","117"
